contig	ws_hdr_start	ws_hdr_end	ws_hdr_size	strain
ptg000007l	9875916.13559741	9884595.28254577	8679.14694836363	ECA3088
ptg000007l	9912164.40705076	9919546	7381.5929492414	ECA3088
ptg000007l	10076375.2100704	10117051.728278	40676.5182076748	ECA3088
ptg000007l	10341134.1196773	10350172.8803227	9038.76064535975	ECA3088
ptg000007l	10649012.8988476	10656564.9419239	7552.04307630472	ECA3088
ptg000007l	10771899.7201672	10779935.404502	8035.68433483131	ECA3088
ptg000007l	10824518.2774768	10854110.7545389	29592.477062013	ECA3088
ptg000007l	12390157.7840259	12397714.3917921	7556.60776626877	ECA3088
ptg000008l	837721.623557821	848941.840224247	11220.2166664255	ECA3088
ptg000008l	924789.110257549	932417.505030181	7628.39477263228	ECA3088
ptg000008l	939625	954686.203335228	15061.2033352284	ECA3088
ptg000008l	1010284.13634077	1023413	13128.8636592319	ECA3088
ptg000008l	1219526.13736036	1234987.00905868	15460.8716983204	ECA3088
ptg000008l	1417679.62169822	1425656.37830178	7976.75660355948	ECA3088
ptg000008l	1485401.66830618	1513282.24358974	27880.5752835646	ECA3088
ptg000008l	1747177.65783343	1754175.83778589	6998.1799524622	ECA3088
ptg000008l	2244298.47637604	2264262.66226254	19964.1858865074	ECA3088
ptg000008l	2281450.41321834	2291724.25780602	10273.8445876883	ECA3088
ptg000008l	2712971.27745877	2754458.95098436	41487.6735255974	ECA3088
ptg000008l	2809316.32169913	2818304.14117792	8987.81947878702	ECA3088
ptg000008l	3919739	3960071.68877247	40332.688772473	ECA3088
ptg000008l	11355379.558767	11368305.441233	12925.882466007	ECA3088
ptg000008l	11436714.4270049	11444558.1672835	7843.74027854949	ECA3088
ptg000008l	11506903.9376178	11522559	15655.0623822492	ECA3088
ptg000008l	11549506	11574990	25484	ECA3088
ptg000008l	11591538.1210806	11600137.7012253	8599.58014469966	ECA3088
ptg000008l	11767735.7083201	11802462	34726.2916799486	ECA3088
ptg000008l	11836055.1113294	11850703.5714743	14648.4601448067	ECA3088
ptg000008l	11957225	11967368	10143	ECA3088
ptg000008l	11988301.2036772	11998087.7907834	9786.58710618876	ECA3088
ptg000008l	12263004.3413425	12273212.4920749	10208.1507324409	ECA3088
ptg000008l	12510924.4423866	12522142.5254122	11218.0830255989	ECA3088
ptg000008l	12558939	12575786.0954743	16847.0954742711	ECA3088
ptg000008l	12660005	12670209	10204	ECA3088
ptg000008l	12687473.043203	12702454.5236364	14981.480433384	ECA3088
ptg000008l	12725603	12737620.3213226	12017.3213225938	ECA3088
ptg000008l	12766238.4570304	12776605.8758479	10367.4188175052	ECA3088
ptg000008l	12857150.7542553	12878157	21006.245744681	ECA3088
ptg000008l	12944453.4865442	12983338	38884.513455838	ECA3088
ptg000008l	13114349.4250618	13128625.8352732	14276.4102113303	ECA3088
ptg000008l	13157400.1346108	13176474.7760449	19074.6414341386	ECA3088
ptg000008l	13258041.0371403	13413047	155005.962859692	ECA3088
ptg000008l	13593056	13603367.9629155	10311.9629155155	ECA3088
ptg000008l	13761746.109523	13768697.7411883	6951.63166529872	ECA3088
ptg000008l	14315385.2002442	14447929	132543.799755801	ECA3088
ptg000008l	14449960	14506586	56626	ECA3088
ptg000009l	23418	403637.097869133	380219.097869133	ECA3088
ptg000009l	533002.5121698	921380	388377.4878302	ECA3088
ptg000001l	62607.4725729663	98593.1005985509	35985.6280255846	ECA3035
ptg000001l	105588.388848052	129468.487801378	23880.0989533256	ECA3035
ptg000001l	966302	1053270.75317685	86968.7531768472	ECA3035
ptg000001l	1508145.29277092	1529665	21519.7072290829	ECA3035
ptg000001l	1540909.29884907	1560595	19685.7011509286	ECA3035
ptg000001l	1625003.78377941	1631419.23043746	6415.44665804855	ECA3035
ptg000001l	2371384.28134441	2383361.68814694	11977.4068025267	ECA3035
ptg000001l	2719683.37140514	2745573	25889.6285948642	ECA3035
ptg000001l	4123972.36646662	4130973.63353338	7001.26706676651	ECA3035
ptg000001l	5147119.41983987	5156353.7307908	9234.31095092744	ECA3035
ptg000001l	5411760.10507793	5492707.80137088	80947.6962929545	ECA3035
ptg000001l	6773857.16631401	6803343.88138998	29486.7150759688	ECA3035
ptg000001l	12673849.288272	12686854.9726898	13005.6844178196	ECA3035
ptg000001l	13467235.4507042	13521084.5722071	53849.1215028577	ECA3035
ptg000001l	13554644.7068328	13566873.8207222	12229.1138893329	ECA3035
ptg000001l	13629513.2650592	13640907	11393.7349408399	ECA3035
ptg000001l	13898378.125825	13908287	9908.87417500466	ECA3035
ptg000001l	13950148.9868218	14009674.02399	59525.0371682402	ECA3035
ptg000001l	14074366.2301736	14084694.1937314	10327.9635578245	ECA3035
ptg000001l	14143072.2719788	14265057.5011756	121985.229196846	ECA3035
ptg000001l	14274769	14314381	39612	ECA3035
ptg000001l	14422113.8743012	14433454.2721624	11340.397861233	ECA3035
ptg000001l	14450973.4484324	14477463.785423	26490.336990552	ECA3035
ptg000001l	14541251	14557335	16084	ECA3035
ptg000001l	14587255.9379806	14662553.2690141	75297.331033498	ECA3035
ptg000001l	14732568	14779158.1590204	46590.159020381	ECA3035
ptg000001l	14872270.1711551	14901581.9843836	29311.8132285625	ECA3035
ptg000001l	14925190.7604777	14933630	8439.23952233233	ECA3035
ptg000001l	15224498.340535	15236656.9184397	12158.5779047366	ECA3035
ptg000001l	15268592	15295734.003655	27142.0036549699	ECA3035
ptg000001l	15404686	15684646	279960	ECA3035
ptg000001l	15721484.4067278	15741264	19779.5932721719	ECA3035
ptg000001l	15754669.180072	15795786.1405657	41116.9604937024	ECA3035
ptg000001l	15973116	16050524	77408	ECA3035
ptg000001l	16052678	16060996.5372493	8318.53724928387	ECA3035
ptg000001l	16106548.5865216	16115709	9160.4134784136	ECA3035
ptg000001l	16531257	16600778.9349928	69521.9349927772	ECA3035
ptg000001l	16758657.6135581	16773152.9190786	14495.3055204656	ECA3035
ptg000002l	710236.951672862	720316.800894551	10079.8492216889	ECA3035
ptg000002l	907754.854902852	916155.774574209	8400.91967135726	ECA3035
ptg000002l	956859.177065767	1032968.8100212	76109.6329554335	ECA3035
ptg000002l	1745699.77831953	1784761	39061.2216804703	ECA3035
ptg000002l	1836973.17930113	1896749.90177389	59776.722472768	ECA3035
ptg000002l	1906165	1917563.36056338	11398.3605633802	ECA3035
ptg000002l	2005827.34614351	2033887.35409573	28060.0079522242	ECA3035
ptg000002l	2039274.41117565	2202929	163654.588824354	ECA3035
ptg000002l	2363055.63037706	2412220.33284124	49164.7024641866	ECA3035
ptg000002l	2446789	2456892.7108619	10103.7108618976	ECA3035
ptg000002l	2554361	2604128	49767	ECA3035
ptg000002l	2636868.39374669	2690346	53477.606253312	ECA3035
ptg000002l	2794733.58577406	2810758.28084667	16024.6950726118	ECA3035
ptg000002l	2951139	2958149.1222777	7010.12227770127	ECA3035
ptg000002l	3233253.29527954	3241036	7782.70472045522	ECA3035
ptg000002l	3384612.52442396	3422281.21555491	37668.6911309455	ECA3035
ptg000002l	3502721	3595590.32165167	92869.3216516743	ECA3035
ptg000002l	3602594.10413543	3610942	8347.89586456772	ECA3035
ptg000002l	3885953.87209302	3922318.06979222	36364.1976991985	ECA3035
ptg000002l	3945410.22889704	3957175.73651173	11765.5076146959	ECA3035
ptg000002l	3966387.43572795	3994436.59269484	28049.1569668869	ECA3035
ptg000002l	4166814.21314676	4175457	8642.78685323801	ECA3035
ptg000002l	4430882.86463329	4445769.42905075	14886.56441746	ECA3035
ptg000002l	12885760.125935	12893727.4396935	7967.3137585409	ECA3035
ptg000002l	13002309.1070162	13009811.894806	7502.78778979182	ECA3035
ptg000002l	13096316.2797716	13103640.6167287	7324.33695710823	ECA3035
ptg000002l	13264209	13269967.319274	5758.31927401014	ECA3035
ptg000004l	572948.92896485	704654.565331774	131705.636366925	ECA3035
ptg000004l	1064384	1119723.34413201	55339.3441320062	ECA3035
ptg000004l	1761871.68769434	1803694	41822.3123056628	ECA3035
ptg000004l	2363831	2370316.18150918	6485.1815091772	ECA3035
ptg000005l	957338.58788774	964333.911402527	6995.32351478678	ECA3035
ptg000006l	3672255.38018949	3687623.93119938	15368.5510098911	ECA3035
ptg000006l	4821176.1141853	4835378.93781095	14202.8236256465	ECA3035
ptg000007l	147904.13658196	168931.195974462	21027.0593925019	ECA3035
ptg000007l	875327.771648658	881991.031302877	6663.2596542181	ECA3035
ptg000007l	10463775.9352611	10495748.9914937	31973.0562325921	ECA3035
ptg000007l	10766108.7675183	10777716.4805063	11607.7129879985	ECA3035
ptg000007l	10788704.5263977	10796689.4736023	7984.94720454887	ECA3035
ptg000007l	10842715.4321125	10878642	35926.5678875316	ECA3035
ptg000007l	11722862.6772134	11730430.900719	7568.22350563295	ECA3035
ptg000007l	12386299.9713966	12392255.9558087	5955.9844120089	ECA3035
ptg000007l	12550446.6988223	12557134.8237452	6688.1249228809	ECA3035
ptg000008l	1270734	1277867.45895923	7133.45895922743	ECA3035
ptg000009l	1190876	1196355.47973311	5479.47973311087	ECA3035
ptg000009l	1245767	1253700	7933	ECA3035
ptg000009l	1552974.2556276	1560560	7585.74437240465	ECA3035
ptg000009l	2544347.30322581	2550749.99980427	6402.69657846075	ECA3035
ptg000009l	2578924	2607020.34609012	28096.3460901212	ECA3035
ptg000009l	2702589.74032083	2716116	13526.2596791703	ECA3035
ptg000009l	2938190	2969913	31723	ECA3035
ptg000009l	4250279	4263627	13348	ECA3035
ptg000009l	6525210.08638489	6534906.07408705	9695.98770216294	ECA3035
ptg000009l	7776232.08210322	7787429.61801815	11197.5359149342	ECA3035
ptg000009l	13876431.0252718	13884057.9081966	7626.88292472064	ECA3035
ptg000010l	716725.306467028	721932.831349206	5207.52488217864	ECA3035
ptg000010l	1228587	1361587	133000	ECA3035
ptg000010l	2208678	2287760	79082	ECA3035
ptg000010l	2298728	2369045.23953713	70317.2395371264	ECA3035
ptg000011l	675615.73212574	683435.945243155	7820.21311741578	ECA3035
ptg000012l	705999.104864434	741829.217863358	35830.112998924	ECA3035
ptg000012l	768368.997888068	830099.722959869	61730.7250718011	ECA3035
ptg000012l	957482.400926328	977683.88101983	20201.480093502	ECA3035
ptg000012l	1756203	1853682.36570065	97479.3657006538	ECA3035
ptg000013l	476156.449821301	546507.766141985	70351.3163206843	ECA3035
ptg000013l	1085814	1134853.8933043	49039.8933043005	ECA3035
ptg000014l	176541	191261.664617202	14720.6646172016	ECA3035
ptg000014l	544388.344654088	551998.729319439	7610.38466535101	ECA3035
ptg000001l	1034046	1054294	20248	ECA3025
ptg000001l	1408673.76170886	1419088	10414.2382911392	ECA3025
ptg000001l	1797061	1806912.76659529	9851.76659528911	ECA3025
ptg000001l	1819671.55904936	1826021	6349.44095063978	ECA3025
ptg000001l	2181934.1041384	2201940.20867551	20006.1045371117	ECA3025
ptg000001l	2207935.84712571	2219632.63128349	11696.7841577805	ECA3025
ptg000001l	2601700	2615449.75976969	13749.7597696926	ECA3025
ptg000001l	2682407.64457143	2696772.00582524	14364.3612538138	ECA3025
ptg000001l	2733971.07187054	2739723	5751.92812946206	ECA3025
ptg000001l	2750802.9018598	2758850	8047.09814020013	ECA3025
ptg000001l	2792514	2809387.30655436	16873.3065543631	ECA3025
ptg000001l	2835326	2861206	25880	ECA3025
ptg000001l	2916285.74020443	2928317.85752688	12032.1173224524	ECA3025
ptg000001l	3003973.88806888	3018113.28327117	14139.3952022851	ECA3025
ptg000001l	3041166.3719483	3049617.77861947	8451.4066711734	ECA3025
ptg000001l	3117023.77256944	3124769.7065538	7745.93398435833	ECA3025
ptg000001l	3135225.52459893	3143190.10212379	7964.57752485899	ECA3025
ptg000001l	3380243.12988638	3389851.32156048	9608.1916740993	ECA3025
ptg000001l	4827586.56320871	4865496.00127959	37909.4380708784	ECA3025
ptg000001l	5010334	5050075.21958966	39741.219589659	ECA3025
ptg000001l	10625250	10657242	31992	ECA3025
ptg000001l	10864668.7242176	10872702.2757824	8033.55156477541	ECA3025
ptg000001l	10925554.6060518	10948806.9391427	23252.333090825	ECA3025
ptg000001l	11050680	11058287.7018236	7607.70182359777	ECA3025
ptg000001l	11077316.3891148	11090865.7520519	13549.3629370965	ECA3025
ptg000001l	11387719.1473582	11408622.3375381	20903.1901799329	ECA3025
ptg000002l	719160.578829656	870797.043297252	151636.464467596	ECA3025
ptg000002l	932387.90412735	960680.425806976	28292.5216796262	ECA3025
ptg000002l	1011174.68831545	1062745.25365525	51570.5653397983	ECA3025
ptg000002l	1171637	1219044.18658281	47407.1865828093	ECA3025
ptg000002l	1393725.81830859	1413557.61169922	19831.7933906268	ECA3025
ptg000002l	1872858	1927579.05260602	54721.0526060213	ECA3025
ptg000002l	2057213.76364534	2075330.82289862	18117.059253278	ECA3025
ptg000002l	2096311.09906789	2103544.64144406	7233.54237617203	ECA3025
ptg000002l	2472843.35972461	2501354.89269266	28511.5329680489	ECA3025
ptg000002l	2911030.28829816	2924457	13426.711701836	ECA3025
ptg000002l	2966038.39784946	2973068.6885626	7030.29071313422	ECA3025
ptg000002l	3118981.51292597	3140666.72146097	21685.2085349974	ECA3025
ptg000002l	3187805.55616702	3265620	77814.4438329837	ECA3025
ptg000002l	3332219.98151475	3346540.6558591	14320.6743443538	ECA3025
ptg000002l	4493184.7263447	4500416.48233677	7231.75599206984	ECA3025
ptg000002l	8150158.06284565	8242114.96364178	91956.9007961312	ECA3025
ptg000002l	15390992.8667614	15421455.3696025	30462.5028410852	ECA3025
ptg000002l	15544238	15569505	25267	ECA3025
ptg000002l	16101360	16108084.4472421	6724.44724212214	ECA3025
ptg000002l	16150259.5605889	16160219.0218766	9959.46128766611	ECA3025
ptg000002l	16189386.4285901	16195987.3692634	6600.94067335501	ECA3025
ptg000002l	16451699.8863575	16466105.2860943	14405.3997367378	ECA3025
ptg000002l	16484794.3470206	16498517.7467644	13723.3997437637	ECA3025
ptg000002l	16698160.8359922	16801469.2603274	103308.424335269	ECA3025
ptg000002l	16821062.7311822	16904875.1733834	83812.4422011636	ECA3025
ptg000002l	17008590.1639799	17065627.3757134	57037.2117335349	ECA3025
ptg000002l	17121491.5372495	17182410.0159806	60918.4787311293	ECA3025
ptg000002l	17235633	17345659	110026	ECA3025
ptg000002l	17445313.7555123	17457159.3917051	11845.6361927465	ECA3025
ptg000002l	17488780.1298992	17495545	6764.87010078505	ECA3025
ptg000002l	17872512.8347228	17883503	10990.1652771831	ECA3025
ptg000002l	17959741.8000609	18100687	140945.199939135	ECA3025
ptg000002l	18294587.0929556	18305787.1620182	11200.0690626167	ECA3025
ptg000002l	18486627	18594959	108332	ECA3025
ptg000002l	18951162.9094567	19015552.1387073	64389.229250595	ECA3025
ptg000002l	19061551.325345	19070360	8808.67465504631	ECA3025
ptg000002l	19193725.6487974	19201375.2396942	7649.59089673311	ECA3025
ptg000002l	19228015	19244757	16742	ECA3025
ptg000002l	19489409.407176	19500130.4776119	10721.0704359487	ECA3025
ptg000002l	19582394.172251	19590642.7877219	8248.61547093838	ECA3025
ptg000002l	19610446.4810447	19616247.6496852	5801.16864052415	ECA3025
ptg000003l	567722.29645662	595134.107913669	27411.8114570492	ECA3025
ptg000003l	793826.338674078	802153	8326.66132592165	ECA3025
ptg000003l	1050883.22522783	1057575.91592271	6692.69069487602	ECA3025
ptg000003l	1088631.50562844	1101774.95411492	13143.4484864783	ECA3025
ptg000003l	1778224.31811054	1804704.15868663	26479.8405760841	ECA3025
ptg000003l	1907282.36403307	1915146.31959508	7863.95556201017	ECA3025
ptg000003l	1976183.08325449	2037420.49445773	61237.4112032328	ECA3025
ptg000003l	2110699.7702359	2127412.16944688	16712.3992109806	ECA3025
ptg000003l	2188556	2197571.34831811	9015.34831810649	ECA3025
ptg000003l	2478899.41247706	2486115.57214886	7216.15967179509	ECA3025
ptg000003l	2521824.35900987	2527452	5627.6409901334	ECA3025
ptg000003l	2533491.87645596	2541809	8317.12354403874	ECA3025
ptg000003l	2824133.02705705	2853008.31858573	28875.2915286799	ECA3025
ptg000003l	2964251.59653881	2971105.50767644	6853.91113763442	ECA3025
ptg000003l	3061225.38305016	3178411.05075594	117185.667705782	ECA3025
ptg000003l	4506913.75291623	4540293.48257757	33379.7296613408	ECA3025
ptg000003l	12095904.8538935	12102907.1461065	7002.29221305251	ECA3025
ptg000003l	12122142.8482972	12129203.1517028	7060.30340557173	ECA3025
ptg000003l	12435628.8486745	12442455	6826.15132553875	ECA3025
ptg000003l	13019833.3017204	13027803.6982796	7970.39655921981	ECA3025
ptg000003l	13712712.1715461	13732615.7304274	19903.5588812921	ECA3025
ptg000003l	13834809.5767827	13847815.6705882	13006.0938055627	ECA3025
ptg000003l	14151512.7496796	14163108.9185458	11596.1688661668	ECA3025
ptg000003l	14370015	14376362.6978131	6347.6978131216	ECA3025
ptg000003l	15457709	15467926.9011505	10217.9011504594	ECA3025
ptg000004l	1792385	1880834	88449	ECA3025
ptg000004l	2175109	2192070.14201962	16961.142019622	ECA3025
ptg000004l	2221853.6859454	2231487.21365926	9633.52771386504	ECA3025
ptg000005l	2248416.43680538	2268860.06480249	20443.6279971097	ECA3025
ptg000005l	2738132.71228754	2748185.28771246	10052.5754249291	ECA3025
ptg000005l	2974379.6577906	2987673.90049674	13294.2427061386	ECA3025
ptg000005l	3102520.91360997	3114724.98218263	12204.0685726576	ECA3025
ptg000005l	3149145	3156466.4973262	7321.49732620316	ECA3025
ptg000005l	3184423.63563631	3193447.36436369	9023.72872737981	ECA3025
ptg000005l	3241462.04581041	3252552.42619004	11090.3803796237	ECA3025
ptg000005l	3516537.06807011	3528762	12224.9319298896	ECA3025
ptg000005l	3623937.193173	3633463.37515902	9526.18198601715	ECA3025
ptg000005l	3653542.72211856	3664912.43253365	11369.7104150807	ECA3025
ptg000005l	3696822.83802751	3707330.17773226	10507.3397047515	ECA3025
ptg000005l	4100246.30996169	4107934.71756007	7688.40759838792	ECA3025
ptg000005l	4419808	4462881	43073	ECA3025
ptg000005l	4516639.63803018	4525854.8910854	9215.2530552214	ECA3025
ptg000005l	4796853.76313722	4805776.13117932	8922.36804209836	ECA3025
ptg000005l	4813806.81550889	4828140.92523033	14334.1097214473	ECA3025
ptg000005l	4900750.57079549	4912757.42920451	12006.858409021	ECA3025
ptg000005l	5267993.27168549	5277015.72831451	9022.45662901551	ECA3025
ptg000005l	5402882.84356586	5418948.21656211	16065.3729962464	ECA3025
ptg000005l	5536485.91724002	5545906	9420.08275997639	ECA3025
ptg000005l	5771724	5781329.57049892	9605.57049891539	ECA3025
ptg000005l	5867374.8677072	5875140.52913669	7765.66142949369	ECA3025
ptg000005l	5887104.29280576	5905816.61254807	18712.3197423182	ECA3025
ptg000005l	9948134.2981719	9961744	13609.7018281035	ECA3025
ptg000005l	9977812.97051584	10011772.5808043	33959.6102884263	ECA3025
ptg000005l	10185014.7951445	10206253.4663504	21238.671205841	ECA3025
ptg000005l	11227796.1046394	11257559.2334471	29763.1288077589	ECA3025
ptg000005l	12081407.1636932	12095618	14210.8363067675	ECA3025
ptg000005l	12131363.4226103	12140788.1119398	9424.68932945468	ECA3025
ptg000005l	12765255.6063395	12772213.3936605	6957.78732092306	ECA3025
ptg000005l	13033645.661135	13044675.338865	11029.6777299307	ECA3025
ptg000005l	13372401.7019979	13378320	5918.29800205864	ECA3025
ptg000005l	13631680.1791227	13639482.2525263	7802.07340356521	ECA3025
ptg000005l	15415030.196996	15422994.3132819	7964.11628588475	ECA3025
ptg000005l	16142098.8532284	16148948.3709859	6849.51775748469	ECA3025
ptg000005l	16199785.2845621	16214784.7154379	14999.4308757409	ECA3025
ptg000006l	48347	54726	6379	ECA3025
ptg000006l	93263.4795601727	100263.520439827	7000.04087965461	ECA3025
