strain	gene	Orthogroup	class
ECA2529	g1155	OG0003041	core
ECA2529	g1156	OG0001502	core
ECA2529	g1157	OG0001009	core
ECA2529	g1158	OG0003040	core
ECA2529	g1159	OG0000944	core
ECA2529	g1160	OG0000979	core
ECA2529	g1161	OG0017206	accessory
ECA2529	g1162	OG0001008	core
ECA2529	g1163	OG0003039	accessory
ECA2529	g1164	OG0025780	accessory
ECA2529	g1165	OG0020459	accessory
ECA2529	g1166	OG0024790	accessory
ECA2529	g1167	OG0020376	accessory
ECA2529	g1168	OG0000677	core
ECA2529	g1169	OG0003038	core
ECA2529	g1170	OG0001620	core
ECA2529	g1171	OG0003037	core
ECA2529	g1172	OG0001647	core
ECA2529	g1173	OG0003516	accessory
ECA2529	g1174	OG0023829	accessory
ECA2529	g1175	OG0017289	accessory
ECA2529	g1176	OG0024143	accessory
ECA2529	g1177	OG0015231	core
ECA2529	g1178	OG0003207	core
ECA2529	g1179	OG0003036	core
ECA2529	g1180	OG0015691	accessory
ECA2529	g1181	OG0018029	accessory
ECA2529	g1182	OG0015954	accessory
ECA2529	g1183	OG0015230	core
ECA2529	g1184	OG0018169	accessory
ECA2529	g1185	OG0015229	core
ECA2529	g1186	OG0015228	core
ECA2529	g1187	OG0003418	core
ECA2529	g1188	OG0023009	accessory
ECA2529	g1189	OG0015227	core
ECA2529	g1190	OG0023126	accessory
ECA2529	g1191	OG0015813	accessory
ECA2529	g1192	OG0023666	accessory
ECA2529	g1206	OG0000235	accessory
ECA2529	g1207	OG0019500	accessory
ECA2529	g1208	OG0019074	accessory
ECA2529	g1209	OG0019019	accessory
ECA2529	g1210	OG0015225	core
ECA2529	g1478	OG0005279	core
ECA2529	g1479	OG0001035	core
ECA2529	g1480	OG0017545	accessory
ECA2529	g1481	OG0001036	core
ECA2529	g1482	OG0001034	core
ECA2529	g1483	OG0005280	core
ECA2529	g1557	OG0016031	accessory
ECA2529	g1558	OG0024124	accessory
ECA2529	g1559	OG0023417	accessory
ECA2529	g1560	OG0000246	core
ECA2529	g1561	OG0000246	core
ECA2529	g1562	OG0003188	core
ECA2529	g1563	OG0023697	accessory
ECA2529	g1564	OG0000552	core
ECA2529	g1565	OG0000224	accessory
ECA2529	g1566	OG0022149	accessory
ECA2529	g1567	OG0017564	accessory
ECA2529	g1568	OG0026494	accessory
ECA2529	g2071	OG0025006	accessory
ECA2529	g2072	OG0025005	accessory
ECA2529	g2073	OG0003652	core
ECA2529	g2074	OG0005387	core
ECA2529	g6204	OG0000554	accessory
ECA2529	g6205	OG0019245	accessory
ECA2529	g6222	OG0017172	accessory
ECA2529	g6223	OG0017820	accessory
ECA2529	g6224	OG0001976	accessory
ECA2529	g6225	OG0020972	accessory
ECA2529	g6226	OG0021439	accessory
ECA2529	g6227	OG0021645	accessory
ECA2529	g6228	OG0018649	accessory
ECA2529	g6229	OG0000806	accessory
ECA2529	g6230	OG0018059	accessory
ECA2529	g6231	OG0018255	accessory
ECA2529	g6232	OG0000012	accessory
ECA2529	g6233	OG0023931	accessory
ECA2529	g6234	OG0018691	accessory
ECA2529	g6235	OG0021040	accessory
ECA2529	g6249	OG0007297	core
ECA2529	g6250	OG0022006	accessory
ECA2529	g6251	OG0007296	core
ECA2529	g6363	OG0021934	accessory
ECA2529	g6364	OG0022084	accessory
ECA2529	g6365	OG0023318	accessory
ECA2529	g6366	OG0021359	accessory
ECA2529	g6367	OG0022059	accessory
ECA2529	g6368	OG0022877	accessory
ECA2529	g6369	OG0021866	accessory
ECA2529	g6370	OG0001195	core
ECA2529	g6371	OG0018410	accessory
ECA2529	g6372	OG0020190	accessory
ECA2529	g6373	OG0026070	accessory
ECA2529	g6374	OG0020280	accessory
ECA2529	g6375	OG0017960	accessory
ECA2529	g6376	OG0022291	accessory
ECA2529	g6377	OG0017960	accessory
ECA2529	g6378	OG0021501	accessory
ECA2529	g6379	OG0022160	accessory
ECA2529	g6380	OG0022524	accessory
ECA2529	g6381	OG0020400	accessory
ECA2529	g6382	OG0020423	accessory
ECA2529	g6383	OG0047394	private
ECA2529	g6384	OG0032334	accessory
ECA2529	g6385	OG0021991	accessory
ECA2529	g6386	OG0000715	accessory
ECA2529	g6387	OG0020201	accessory
ECA2529	g6388	OG0022045	accessory
ECA2529	g6389	OG0019802	accessory
ECA2529	g6390	OG0046927	private
ECA2529	g6391	OG0021407	accessory
ECA2529	g6392	OG0020720	accessory
ECA2529	g6393	OG0023670	accessory
ECA2529	g6437	OG0018653	accessory
ECA2529	g6438	OG0020023	accessory
ECA2529	g6439	OG0018921	accessory
ECA2529	g6503	OG0001974	core
ECA2529	g6531	OG0000668	core
ECA2529	g6532	OG0000257	accessory
ECA2529	g6533	OG0022477	accessory
ECA2529	g6534	OG0023718	accessory
ECA2529	g6535	OG0000257	accessory
ECA2529	g6536	OG0019951	accessory
ECA2529	g6537	OG0022904	accessory
ECA2529	g6538	OG0022772	accessory
ECA2529	g6539	OG0018340	accessory
ECA2529	g6540	OG0017700	accessory
ECA2529	g6541	OG0023876	accessory
ECA2529	g6542	OG0020079	accessory
ECA2529	g6854	OG0017881	accessory
ECA2529	g6855	OG0007419	core
ECA2529	g6856	OG0023940	accessory
ECA2529	g6857	OG0000422	core
ECA2529	g6925	OG0001652	core
ECA2529	g6926	OG0018574	accessory
ECA2529	g6927	OG0021630	accessory
ECA2529	g6928	OG0018296	accessory
ECA2529	g6929	OG0000447	accessory
ECA2529	g6930	OG0021630	accessory
ECA2529	g6931	OG0033121	accessory
ECA2529	g6932	OG0000623	core
ECA2529	g6933	OG0017082	accessory
ECA2529	g6934	OG0018891	accessory
ECA2529	g6935	OG0038634	accessory
ECA2529	g6936	OG0026327	accessory
ECA2529	g6937	OG0026327	accessory
ECA2529	g6938	OG0007431	core
ECA2529	g6939	OG0026327	accessory
ECA2529	g6940	OG0030659	accessory
ECA2529	g6941	OG0029940	accessory
ECA2529	g6942	OG0023674	accessory
ECA2529	g6943	OG0016901	accessory
ECA2529	g6944	OG0007432	core
ECA2529	g6945	OG0016727	accessory
ECA2529	g6946	OG0025565	accessory
ECA2529	g6947	OG0017560	accessory
ECA2529	g6980	OG0029017	accessory
ECA2529	g6981	OG0021026	accessory
ECA2529	g6982	OG0022319	accessory
ECA2529	g6983	OG0029230	accessory
ECA2529	g6984	OG0029377	accessory
ECA2529	g6985	OG0023303	accessory
ECA2529	g6986	OG0019914	accessory
ECA2529	g7026	OG0025025	accessory
ECA2529	g7027	OG0020372	accessory
ECA2529	g7028	OG0032333	accessory
ECA2529	g7029	OG0020252	accessory
ECA2529	g7030	OG0025493	accessory
ECA2529	g7031	OG0020372	accessory
ECA2529	g7032	OG0025591	accessory
ECA2529	g7033	OG0020372	accessory
ECA2529	g7034	OG0003995	core
ECA2529	g7035	OG0022493	accessory
ECA2529	g7036	OG0023130	accessory
ECA2529	g7037	OG0021949	accessory
ECA2529	g7038	OG0023129	accessory
ECA2529	g7039	OG0007445	core
ECA2529	g7040	OG0015878	accessory
ECA2529	g7041	OG0000188	accessory
ECA2529	g7042	OG0000188	accessory
ECA2529	g7043	OG0023133	accessory
ECA2529	g7044	OG0000081	core
ECA2529	g7045	OG0000081	core
ECA2529	g7046	OG0000220	accessory
ECA2529	g7047	OG0000270	core
ECA2529	g7048	OG0000188	accessory
ECA2529	g7049	OG0000081	core
ECA2529	g7050	OG0000081	core
ECA2529	g7051	OG0000220	accessory
ECA2529	g7052	OG0000220	accessory
ECA2529	g7053	OG0000270	core
ECA2529	g7054	OG0000188	accessory
ECA2529	g7055	OG0000081	core
ECA2529	g7056	OG0023133	accessory
ECA2529	g7057	OG0025397	accessory
ECA2529	g7058	OG0007446	core
ECA2529	g7059	OG0007447	core
ECA2529	g7060	OG0007448	core
ECA2529	g7061	OG0016163	accessory
ECA2529	g7062	OG0007449	core
ECA2529	g7063	OG0007450	core
ECA2529	g7102	OG0001988	accessory
ECA2529	g7103	OG0018257	accessory
ECA2529	g7104	OG0020404	accessory
ECA2529	g7105	OG0023696	accessory
ECA2529	g7106	OG0022681	accessory
ECA2529	g7107	OG0023294	accessory
ECA2529	g7108	OG0022680	accessory
ECA2529	g7109	OG0019887	accessory
ECA2529	g7110	OG0022906	accessory
ECA2529	g7111	OG0025857	accessory
ECA2529	g7112	OG0022547	accessory
ECA2529	g7113	OG0022915	accessory
ECA2529	g7114	OG0000403	accessory
ECA2529	g7115	OG0018547	accessory
ECA2529	g7116	OG0020762	accessory
ECA2529	g7117	OG0025592	accessory
ECA2529	g7118	OG0021964	accessory
ECA2529	g7119	OG0025818	accessory
ECA2529	g7120	OG0001069	core
ECA2529	g7121	OG0003475	core
ECA2529	g7122	OG0025125	accessory
ECA2529	g7123	OG0052948	private
ECA2529	g7124	OG0022455	accessory
ECA2529	g7125	OG0025831	accessory
ECA2529	g7126	OG0028573	accessory
ECA2529	g7127	OG0024415	accessory
ECA2529	g7151	OG0018034	accessory
ECA2529	g7152	OG0024746	accessory
ECA2529	g7153	OG0023664	accessory
ECA2529	g7154	OG0024386	accessory
ECA2529	g7155	OG0024385	accessory
ECA2529	g7156	OG0018911	accessory
ECA2529	g7157	OG0023412	accessory
ECA2529	g7158	OG0022299	accessory
ECA2529	g7159	OG0020768	accessory
ECA2529	g7160	OG0021764	accessory
ECA2529	g7161	OG0021837	accessory
ECA2529	g7162	OG0024553	accessory
ECA2529	g7163	OG0024391	accessory
ECA2529	g7164	OG0021848	accessory
ECA2529	g7165	OG0022044	accessory
ECA2529	g7166	OG0020772	accessory
ECA2529	g7167	OG0019769	accessory
ECA2529	g7168	OG0021694	accessory
ECA2529	g7169	OG0020964	accessory
ECA2529	g7170	OG0022890	accessory
ECA2529	g7171	OG0021366	accessory
ECA2529	g7172	OG0023529	accessory
ECA2529	g7173	OG0022099	accessory
ECA2529	g7174	OG0022388	accessory
ECA2529	g7175	OG0019901	accessory
ECA2529	g7176	OG0022099	accessory
ECA2529	g7177	OG0023824	accessory
ECA2529	g7178	OG0021436	accessory
ECA2529	g7179	OG0019901	accessory
ECA2529	g7180	OG0021436	accessory
ECA2529	g7181	OG0021166	accessory
ECA2529	g7182	OG0022457	accessory
ECA2529	g7183	OG0022456	accessory
ECA2529	g7184	OG0024395	accessory
ECA2529	g7185	OG0023241	accessory
ECA2529	g7186	OG0022912	accessory
ECA2529	g7200	OG0019745	accessory
ECA2529	g7201	OG0000116	accessory
ECA2529	g7202	OG0021548	accessory
ECA2529	g7203	OG0021215	accessory
ECA2529	g7204	OG0021215	accessory
ECA2529	g7205	OG0021548	accessory
ECA2529	g7206	OG0021166	accessory
ECA2529	g7207	OG0021548	accessory
ECA2529	g7208	OG0021215	accessory
ECA2529	g7209	OG0020968	accessory
ECA2529	g7210	OG0020498	accessory
ECA2529	g7211	OG0025868	accessory
ECA2529	g7212	OG0025944	accessory
ECA2529	g7213	OG0020188	accessory
ECA2529	g7214	OG0018209	accessory
ECA2529	g7215	OG0017979	accessory
ECA2529	g7216	OG0019651	accessory
ECA2529	g7217	OG0020456	accessory
ECA2529	g7218	OG0025176	accessory
ECA2529	g7219	OG0025020	accessory
ECA2529	g7220	OG0023080	accessory
ECA2529	g7221	OG0022739	accessory
ECA2529	g7222	OG0027579	accessory
ECA2529	g7223	OG0027274	accessory
ECA2529	g7224	OG0020315	accessory
ECA2529	g7225	OG0000116	accessory
ECA2529	g7226	OG0018835	accessory
ECA2529	g7280	OG0018706	accessory
ECA2529	g7281	OG0020647	accessory
ECA2529	g7282	OG0022034	accessory
ECA2529	g7283	OG0022715	accessory
ECA2529	g7284	OG0019054	accessory
ECA2529	g7285	OG0022380	accessory
ECA2529	g7286	OG0022886	accessory
ECA2529	g7287	OG0022027	accessory
ECA2529	g7288	OG0021766	accessory
ECA2529	g7289	OG0022458	accessory
ECA2529	g7290	OG0023803	accessory
ECA2529	g7291	OG0021029	accessory
ECA2529	g7292	OG0020976	accessory
ECA2529	g7293	OG0023405	accessory
ECA2529	g7294	OG0021417	accessory
ECA2529	g7295	OG0017180	accessory
ECA2529	g7296	OG0021985	accessory
ECA2529	g7297	OG0022294	accessory
ECA2529	g7298	OG0022797	accessory
ECA2529	g7299	OG0021838	accessory
ECA2529	g7300	OG0021505	accessory
ECA2529	g7301	OG0020215	accessory
ECA2529	g7302	OG0020641	accessory
ECA2529	g7303	OG0020300	accessory
ECA2529	g7304	OG0020592	accessory
ECA2529	g7305	OG0019121	accessory
ECA2529	g7306	OG0022170	accessory
ECA2529	g7307	OG0025863	accessory
ECA2529	g7308	OG0024234	accessory
ECA2529	g7309	OG0020700	accessory
ECA2529	g7310	OG0022162	accessory
ECA2529	g7311	OG0023233	accessory
ECA2529	g7312	OG0023408	accessory
ECA2529	g7313	OG0022788	accessory
ECA2529	g7314	OG0000012	accessory
ECA2529	g7315	OG0021831	accessory
ECA2529	g7316	OG0021831	accessory
ECA2529	g7317	OG0024807	accessory
ECA2529	g7318	OG0025260	accessory
ECA2529	g7320	OG0023774	accessory
ECA2529	g7321	OG0023023	accessory
ECA2529	g7322	OG0023448	accessory
ECA2529	g7323	OG0020939	accessory
ECA2529	g7324	OG0019479	accessory
ECA2529	g7325	OG0020939	accessory
ECA2529	g7326	OG0020153	accessory
ECA2529	g7327	OG0000286	accessory
ECA2529	g7328	OG0000286	accessory
ECA2529	g7329	OG0000208	accessory
ECA2529	g7330	OG0000208	accessory
ECA2529	g7331	OG0020983	accessory
ECA2529	g7332	OG0021450	accessory
ECA2529	g7333	OG0019333	accessory
ECA2529	g7334	OG0004061	core
ECA2529	g7335	OG0023358	accessory
ECA2529	g7336	OG0023012	accessory
ECA2529	g7337	OG0023850	accessory
ECA2529	g7338	OG0022185	accessory
ECA2529	g7339	OG0017817	accessory
ECA2529	g7340	OG0022734	accessory
ECA2529	g7341	OG0023354	accessory
ECA2529	g7342	OG0023301	accessory
ECA2529	g7343	OG0024162	accessory
ECA2529	g7344	OG0043828	private
ECA2529	g7345	OG0025309	accessory
ECA2529	g7346	OG0022423	accessory
ECA2529	g7347	OG0015674	accessory
ECA2529	g7348	OG0017649	accessory
ECA2529	g7349	OG0024512	accessory
ECA2529	g7350	OG0021916	accessory
ECA2529	g7351	OG0025687	accessory
ECA2529	g7352	OG0023396	accessory
ECA2529	g7353	OG0021204	accessory
ECA2529	g7354	OG0023219	accessory
ECA2529	g7355	OG0023796	accessory
ECA2529	g7356	OG0023209	accessory
ECA2529	g7357	OG0022596	accessory
ECA2529	g7358	OG0018366	accessory
ECA2529	g7359	OG0021467	accessory
ECA2529	g7360	OG0027168	accessory
ECA2529	g7361	OG0023035	accessory
ECA2529	g7362	OG0023758	accessory
ECA2529	g7363	OG0018103	accessory
ECA2529	g7364	OG0020511	accessory
ECA2529	g7365	OG0019373	accessory
ECA2529	g7366	OG0029766	accessory
ECA2529	g7389	OG0021046	accessory
ECA2529	g7390	OG0001121	core
ECA2529	g7391	OG0021069	accessory
ECA2529	g7392	OG0022029	accessory
ECA2529	g7393	OG0035584	accessory
ECA2529	g7394	OG0019147	accessory
ECA2529	g7395	OG0019691	accessory
ECA2529	g7396	OG0023337	accessory
ECA2529	g7397	OG0026557	accessory
ECA2529	g7398	OG0025659	accessory
ECA2529	g7399	OG0028646	accessory
ECA2529	g7400	OG0028503	accessory
ECA2529	g7401	OG0022300	accessory
ECA2529	g7402	OG0024338	accessory
ECA2529	g7403	OG0027337	accessory
ECA2529	g7404	OG0027493	accessory
ECA2529	g7405	OG0024040	accessory
ECA2529	g7406	OG0024950	accessory
ECA2529	g7407	OG0029711	accessory
ECA2529	g7408	OG0021268	accessory
ECA2529	g7409	OG0027787	accessory
ECA2529	g7410	OG0022383	accessory
ECA2529	g7411	OG0024121	accessory
ECA2529	g7428	OG0021641	accessory
ECA2529	g7429	OG0019263	accessory
ECA2529	g7430	OG0019907	accessory
ECA2529	g7431	OG0019907	accessory
ECA2529	g7432	OG0033703	accessory
ECA2529	g7433	OG0020006	accessory
ECA2529	g7434	OG0015879	accessory
ECA2529	g7435	OG0024669	accessory
ECA2529	g7436	OG0025160	accessory
ECA2529	g7437	OG0019335	accessory
ECA2529	g7438	OG0000523	accessory
ECA2529	g7439	OG0022382	accessory
ECA2529	g7440	OG0018153	accessory
ECA2529	g7441	OG0018860	accessory
ECA2529	g7444	OG0016655	accessory
ECA2529	g7445	OG0022210	accessory
ECA2529	g7446	OG0023000	accessory
ECA2529	g7447	OG0023000	accessory
ECA2529	g7448	OG0000006	accessory
ECA2529	g7449	OG0033248	accessory
ECA2529	g7450	OG0023255	accessory
ECA2529	g7451	OG0023428	accessory
ECA2529	g7453	OG0007474	core
ECA2529	g7454	OG0007475	core
ECA2529	g7455	OG0026559	accessory
ECA2529	g7456	OG0002580	core
ECA2529	g7457	OG0023679	accessory
ECA2529	g7458	OG0026979	accessory
ECA2529	g7459	OG0028750	accessory
ECA2529	g7460	OG0017591	accessory
ECA2529	g7461	OG0028816	accessory
ECA2529	g7462	OG0029217	accessory
ECA2529	g7463	OG0017485	accessory
ECA2529	g7464	OG0017084	accessory
ECA2529	g7465	OG0019353	accessory
ECA2529	g7489	OG0017681	accessory
ECA2529	g7490	OG0023250	accessory
ECA2529	g7491	OG0019303	accessory
ECA2529	g7492	OG0019656	accessory
ECA2529	g7493	OG0016623	accessory
ECA2529	g7494	OG0018758	accessory
ECA2529	g7495	OG0004011	accessory
ECA2529	g7496	OG0007478	core
ECA2529	g7570	OG0007500	core
ECA2529	g7683	OG0023270	accessory
ECA2529	g7684	OG0000555	accessory
ECA2529	g7685	OG0003742	accessory
ECA2529	g7686	OG0000087	accessory
ECA2529	g7687	OG0001749	accessory
ECA2529	g7688	OG0020697	accessory
ECA2529	g7689	OG0020371	accessory
ECA2529	g7690	OG0016721	accessory
ECA2529	g7691	OG0020838	accessory
ECA2529	g7692	OG0017582	accessory
ECA2529	g7693	OG0019826	accessory
ECA2529	g7694	OG0023435	accessory
ECA2529	g7695	OG0022258	accessory
ECA2529	g7696	OG0025250	accessory
ECA2529	g7697	OG0025250	accessory
ECA2529	g7698	OG0018039	accessory
ECA2529	g7699	OG0017829	accessory
ECA2529	g7700	OG0021178	accessory
ECA2529	g7701	OG0000281	core
ECA2529	g7702	OG0020856	accessory
ECA2529	g7703	OG0021273	accessory
ECA2529	g7704	OG0017121	accessory
ECA2529	g7705	OG0025427	accessory
ECA2529	g7706	OG0000281	core
ECA2529	g7707	OG0007542	core
ECA2529	g7708	OG0024384	accessory
ECA2529	g7709	OG0019499	accessory
ECA2529	g7710	OG0003746	core
ECA2529	g7711	OG0002586	core
ECA2529	g7712	OG0024859	accessory
ECA2529	g7713	OG0002587	core
ECA2529	g7714	OG0007543	core
ECA2529	g7715	OG0020705	accessory
ECA2529	g7721	OG0021574	accessory
ECA2529	g7723	OG0016984	accessory
ECA2529	g7724	OG0030159	accessory
ECA2529	g7725	OG0017895	accessory
ECA2529	g7726	OG0018920	accessory
ECA2529	g7727	OG0018869	accessory
ECA2529	g7739	OG0019284	accessory
ECA2529	g7740	OG0025013	accessory
ECA2529	g7741	OG0024133	accessory
ECA2529	g7742	OG0023481	accessory
ECA2529	g7743	OG0039260	private
ECA2529	g7744	OG0023482	accessory
ECA2529	g7745	OG0023300	accessory
ECA2529	g7746	OG0026601	accessory
ECA2529	g7747	OG0021231	accessory
ECA2529	g7748	OG0021644	accessory
ECA2529	g7749	OG0024668	accessory
ECA2529	g7750	OG0027540	accessory
ECA2529	g7751	OG0020258	accessory
ECA2529	g7752	OG0036549	accessory
ECA2529	g7753	OG0021054	accessory
ECA2529	g7754	OG0019284	accessory
ECA2529	g7818	OG0000650	core
ECA2529	g7819	OG0023520	accessory
ECA2529	g7820	OG0020704	accessory
ECA2529	g7821	OG0016639	accessory
ECA2529	g7928	OG0007573	core
ECA2529	g7929	OG0007574	core
ECA2529	g7930	OG0019630	accessory
ECA2529	g7931	OG0000308	accessory
ECA2529	g7932	OG0000308	accessory
ECA2529	g7933	OG0019772	accessory
ECA2529	g7934	OG0015646	accessory
ECA2529	g7935	OG0000017	core
ECA2529	g7936	OG0020344	accessory
ECA2529	g7937	OG0019454	accessory
ECA2529	g7938	OG0020696	accessory
ECA2529	g7939	OG0020639	accessory
ECA2529	g7940	OG0000017	core
ECA2529	g7941	OG0000017	core
ECA2529	g7942	OG0000017	core
ECA2529	g7943	OG0003250	core
ECA2529	g7944	OG0015647	accessory
ECA2529	g7945	OG0003251	core
ECA2529	g7957	OG0007576	core
ECA2529	g7958	OG0020149	accessory
ECA2529	g7959	OG0017594	accessory
ECA2529	g7960	OG0007577	core
ECA2529	g7961	OG0015601	accessory
ECA2529	g7962	OG0001207	accessory
ECA2529	g7963	OG0007578	core
ECA2529	g7964	OG0001436	core
ECA2529	g7965	OG0021261	accessory
ECA2529	g7966	OG0007579	core
ECA2529	g7967	OG0000317	accessory
ECA2529	g7968	OG0017850	accessory
ECA2529	g7969	OG0002005	core
ECA2529	g7970	OG0016979	accessory
ECA2529	g7971	OG0015687	accessory
ECA2529	g7972	OG0017654	accessory
ECA2529	g7973	OG0020689	accessory
ECA2529	g7974	OG0007580	accessory
ECA2529	g7975	OG0007581	core
ECA2529	g8003	OG0018154	accessory
ECA2529	g8004	OG0022268	accessory
ECA2529	g8005	OG0019850	accessory
ECA2529	g8006	OG0022268	accessory
ECA2529	g8007	OG0019850	accessory
ECA2529	g8008	OG0015559	accessory
ECA2529	g8009	OG0016171	accessory
ECA2529	g8010	OG0016172	accessory
ECA2529	g8011	OG0007592	accessory
ECA2529	g8027	OG0003425	core
ECA2529	g8028	OG0000878	core
ECA2529	g8029	OG0007593	core
ECA2529	g8030	OG0007594	core
ECA2529	g8031	OG0007595	core
ECA2529	g8032	OG0007596	accessory
ECA2529	g8042	OG0003293	core
ECA2529	g8043	OG0046790	private
ECA2529	g8048	OG0021135	accessory
ECA2529	g9628	OG0007647	core
ECA2529	g9629	OG0001103	core
ECA2529	g9630	OG0003543	accessory
ECA2529	g9636	OG0007653	core
ECA2529	g9637	OG0007654	core
ECA2529	g9673	OG0007676	core
ECA2529	g9674	OG0007677	core
ECA2529	g9696	OG0002597	core
ECA2529	g9697	OG0002598	core
ECA2529	g9698	OG0002599	core
ECA2529	g9801	OG0014938	core
ECA2529	g9827	OG0014950	core
ECA2529	g9829	OG0014952	core
ECA2529	g9830	OG0014953	core
ECA2529	g9841	OG0019405	accessory
ECA2529	g9845	OG0001271	core
ECA2529	g9846	OG0000940	core
ECA2529	g9847	OG0000531	core
ECA2529	g9848	OG0022004	accessory
ECA2529	g9849	OG0016569	accessory
ECA2529	g9850	OG0020138	accessory
ECA2529	g9851	OG0020139	accessory
ECA2529	g9852	OG0020051	accessory
ECA2529	g9853	OG0020052	accessory
ECA2529	g9854	OG0020053	accessory
ECA2529	g9855	OG0023287	accessory
ECA2529	g9856	OG0019022	accessory
ECA2529	g9857	OG0027645	accessory
ECA2529	g9858	OG0024910	accessory
ECA2529	g9859	OG0024777	accessory
ECA2529	g9860	OG0019832	accessory
ECA2529	g9861	OG0024656	accessory
ECA2529	g9862	OG0018397	accessory
ECA2529	g9863	OG0024955	accessory
ECA2529	g9864	OG0019315	accessory
ECA2529	g9865	OG0021498	accessory
ECA2529	g9866	OG0021635	accessory
ECA2529	g9867	OG0019315	accessory
ECA2529	g9868	OG0020897	accessory
ECA2529	g9869	OG0019216	accessory
ECA2529	g9870	OG0001391	core
ECA2529	g9871	OG0000563	core
ECA2529	g9876	OG0023082	accessory
ECA2529	g9877	OG0024699	accessory
ECA2529	g9878	OG0018528	accessory
ECA2529	g9879	OG0023577	accessory
ECA2529	g9880	OG0023492	accessory
ECA2529	g9881	OG0022994	accessory
ECA2529	g9882	OG0022951	accessory
ECA2529	g9883	OG0019209	accessory
ECA2529	g9884	OG0024336	accessory
ECA2529	g9885	OG0003295	accessory
ECA2529	g9886	OG0021223	accessory
ECA2529	g9887	OG0021695	accessory
ECA2529	g9888	OG0024901	accessory
ECA2529	g9889	OG0025133	accessory
ECA2529	g9890	OG0014960	core
ECA2529	g9891	OG0026231	accessory
ECA2529	g9892	OG0024825	accessory
ECA2529	g9893	OG0022238	accessory
ECA2529	g9894	OG0024813	accessory
ECA2529	g9895	OG0019537	accessory
ECA2529	g9896	OG0023328	accessory
ECA2529	g9897	OG0018993	accessory
