strain	gene	class
ECA36	g14241	core
ECA36	g14252	core
ECA36	g14253	core
ECA36	g14254	core
ECA36	g14281	core
ECA36	g14282	core
ECA36	g14283	accessory
ECA36	g14284	accessory
ECA36	g14297	core
ECA36	g14298	core
ECA36	g14299	core
ECA36	g14300	core
ECA36	g14301	core
ECA36	g14302	accessory
ECA36	g14303	accessory
ECA36	g14304	accessory
ECA36	g14305	accessory
ECA36	g14306	accessory
ECA36	g14307	core
ECA36	g14308	accessory
ECA36	g14309	accessory
ECA36	g14310	accessory
ECA36	g14311	accessory
ECA36	g14312	accessory
ECA36	g14313	accessory
ECA36	g14314	accessory
ECA36	g14332	accessory
ECA36	g14333	accessory
ECA36	g14334	accessory
ECA36	g14335	accessory
ECA36	g14336	accessory
ECA36	g14337	accessory
ECA36	g14338	core
ECA36	g14381	core
ECA36	g14382	core
ECA36	g14383	core
ECA36	g14384	core
ECA36	g14385	core
ECA36	g14386	core
ECA36	g14387	core
ECA36	g14392	core
ECA36	g14393	core
ECA36	g14394	core
ECA36	g14395	accessory
ECA36	g14396	core
ECA36	g14397	core
ECA36	g14398	accessory
ECA36	g14399	accessory
ECA36	g14400	accessory
ECA36	g14401	accessory
ECA36	g14402	accessory
ECA36	g14403	accessory
ECA36	g14404	accessory
ECA36	g14405	core
ECA36	g14406	accessory
ECA36	g14407	accessory
ECA36	g14408	core
ECA36	g14409	accessory
ECA36	g14410	accessory
ECA36	g14411	accessory
ECA36	g14412	accessory
ECA36	g14413	accessory
ECA36	g14414	accessory
ECA36	g14415	accessory
ECA36	g14416	accessory
ECA36	g14417	accessory
ECA36	g14418	core
ECA36	g14419	accessory
ECA36	g14420	accessory
ECA36	g14421	accessory
ECA36	g14422	accessory
ECA36	g14423	accessory
ECA36	g14424	core
ECA36	g14425	core
ECA36	g14426	core
ECA36	g14427	core
ECA36	g14428	core
ECA36	g14429	accessory
ECA36	g14430	core
ECA36	g14431	accessory
ECA36	g14432	core
ECA36	g14453	core
ECA36	g14454	accessory
ECA36	g14455	accessory
ECA36	g14456	accessory
ECA36	g14457	accessory
ECA36	g14458	accessory
ECA36	g14459	accessory
ECA36	g14460	accessory
ECA36	g14563	core
ECA36	g14564	core
ECA36	g14634	accessory
ECA36	g14635	accessory
ECA36	g14636	core
ECA36	g14637	accessory
ECA36	g14721	accessory
ECA36	g14722	core
ECA36	g14723	accessory
ECA36	g14724	accessory
ECA36	g14725	accessory
ECA36	g14726	accessory
ECA36	g14727	accessory
ECA36	g14728	accessory
ECA36	g14729	accessory
ECA36	g14730	accessory
ECA36	g14731	accessory
ECA36	g14732	accessory
ECA36	g14733	core
ECA36	g14748	accessory
ECA36	g14749	accessory
ECA36	g14750	accessory
ECA36	g14751	accessory
ECA36	g14752	accessory
ECA36	g14753	accessory
ECA36	g14754	accessory
ECA36	g14755	accessory
ECA36	g14756	accessory
ECA36	g14757	accessory
ECA36	g14758	core
ECA36	g14759	core
ECA36	g14760	accessory
ECA36	g14761	accessory
ECA36	g14762	core
ECA36	g14763	accessory
ECA36	g14764	accessory
ECA36	g14765	accessory
ECA36	g14766	accessory
ECA36	g14767	accessory
ECA36	g14768	accessory
ECA36	g14769	accessory
ECA36	g14770	accessory
ECA36	g14771	accessory
ECA36	g14772	accessory
ECA36	g14773	accessory
ECA36	g14774	accessory
ECA36	g14775	accessory
ECA36	g14776	accessory
ECA36	g14777	accessory
ECA36	g14778	accessory
ECA36	g14779	accessory
ECA36	g14780	accessory
ECA36	g14781	accessory
ECA36	g14782	accessory
ECA36	g14783	accessory
ECA36	g14784	accessory
ECA36	g14785	accessory
ECA36	g14786	accessory
ECA36	g14787	accessory
ECA36	g14788	accessory
ECA36	g14789	accessory
ECA36	g14790	accessory
ECA36	g14791	accessory
ECA36	g14792	accessory
ECA36	g14814	accessory
ECA36	g14815	accessory
ECA36	g14888	accessory
ECA36	g14889	accessory
ECA36	g14890	accessory
ECA36	g14891	private
ECA36	g14892	accessory
ECA36	g14893	accessory
ECA36	g14894	accessory
ECA36	g14895	accessory
ECA36	g14896	accessory
ECA36	g14897	accessory
ECA36	g14898	accessory
ECA36	g14899	accessory
ECA36	g14900	accessory
ECA36	g14901	accessory
ECA36	g14902	accessory
ECA36	g14903	accessory
ECA36	g14904	accessory
ECA36	g14905	accessory
ECA36	g14906	accessory
ECA36	g14907	accessory
ECA36	g14908	accessory
ECA36	g14909	accessory
ECA36	g14910	accessory
ECA36	g14911	accessory
ECA36	g14912	accessory
ECA36	g14913	accessory
ECA36	g14914	accessory
ECA36	g14915	accessory
ECA36	g14916	accessory
ECA36	g14917	accessory
ECA36	g14918	accessory
ECA36	g14919	accessory
ECA36	g14920	accessory
ECA36	g14921	core
ECA36	g14922	core
ECA36	g14923	accessory
ECA36	g14924	accessory
ECA36	g14925	accessory
ECA36	g14926	accessory
ECA36	g14927	accessory
ECA36	g14928	accessory
ECA36	g14929	accessory
ECA36	g14977	accessory
ECA36	g14978	accessory
ECA36	g14979	accessory
ECA36	g14980	accessory
ECA36	g14981	accessory
ECA36	g14982	accessory
ECA36	g14983	accessory
ECA36	g14984	accessory
ECA36	g14985	accessory
ECA36	g14986	accessory
ECA36	g14987	accessory
ECA36	g14988	accessory
ECA36	g14989	accessory
ECA36	g14990	accessory
ECA36	g14991	accessory
ECA36	g14992	accessory
ECA36	g14993	accessory
ECA36	g14994	accessory
ECA36	g14995	accessory
ECA36	g14996	accessory
ECA36	g15001	accessory
ECA36	g15002	accessory
ECA36	g15003	accessory
ECA36	g15004	accessory
ECA36	g15005	accessory
ECA36	g15006	accessory
ECA36	g15007	accessory
ECA36	g15008	accessory
ECA36	g15009	accessory
ECA36	g15010	accessory
ECA36	g15011	accessory
ECA36	g15012	accessory
ECA36	g15013	core
ECA36	g15014	core
ECA36	g15015	core
ECA36	g15032	accessory
ECA36	g15033	accessory
ECA36	g15034	accessory
ECA36	g15035	accessory
ECA36	g15036	accessory
ECA36	g15037	accessory
ECA36	g15045	core
ECA36	g15046	accessory
ECA36	g15047	core
ECA36	g15048	accessory
ECA36	g15049	accessory
ECA36	g15050	core
ECA36	g15051	accessory
ECA36	g15052	core
ECA36	g15053	accessory
ECA36	g15054	accessory
ECA36	g15055	accessory
ECA36	g15056	accessory
ECA36	g15057	accessory
ECA36	g15058	accessory
ECA36	g15059	accessory
ECA36	g15060	accessory
ECA36	g15061	accessory
ECA36	g15064	accessory
ECA36	g15065	accessory
ECA36	g15066	accessory
ECA36	g15067	accessory
ECA36	g15068	accessory
ECA36	g15069	accessory
ECA36	g15090	accessory
ECA36	g15091	accessory
ECA36	g15092	accessory
ECA36	g15093	accessory
ECA36	g15094	accessory
ECA36	g15095	accessory
ECA36	g15096	accessory
ECA36	g15097	accessory
ECA36	g15098	accessory
ECA36	g15099	accessory
ECA36	g15100	accessory
ECA36	g15101	accessory
ECA36	g15102	accessory
ECA36	g15103	accessory
ECA36	g15104	accessory
ECA36	g15105	accessory
ECA36	g15106	accessory
ECA36	g15107	accessory
ECA36	g15108	accessory
ECA36	g15109	accessory
ECA36	g15110	accessory
ECA36	g15111	accessory
ECA36	g15112	accessory
ECA36	g15113	accessory
ECA36	g15114	accessory
ECA36	g15115	accessory
ECA36	g15116	accessory
ECA36	g15117	accessory
ECA36	g15118	accessory
ECA36	g15119	accessory
ECA36	g15120	accessory
ECA36	g15121	accessory
ECA36	g15122	accessory
ECA36	g15123	accessory
ECA36	g15124	accessory
ECA36	g15125	accessory
ECA36	g15126	accessory
ECA36	g15127	accessory
ECA36	g15140	accessory
ECA36	g15141	accessory
ECA36	g15142	accessory
ECA36	g15143	accessory
ECA36	g15144	accessory
ECA36	g15145	accessory
ECA36	g15146	accessory
ECA36	g15147	accessory
ECA36	g15148	accessory
ECA36	g15149	accessory
ECA36	g15150	accessory
ECA36	g15151	accessory
ECA36	g15152	accessory
ECA36	g15153	accessory
ECA36	g15154	accessory
ECA36	g15155	accessory
ECA36	g15156	accessory
ECA36	g15157	accessory
ECA36	g15162	accessory
ECA36	g15163	accessory
ECA36	g15164	accessory
ECA36	g15165	accessory
ECA36	g15166	accessory
ECA36	g15169	accessory
ECA36	g15170	core
ECA36	g15180	accessory
ECA36	g15181	core
ECA36	g15182	accessory
ECA36	g15183	accessory
ECA36	g15184	accessory
ECA36	g15185	accessory
ECA36	g15186	accessory
ECA36	g15187	accessory
ECA36	g15188	accessory
ECA36	g15189	accessory
ECA36	g15190	accessory
ECA36	g15191	accessory
ECA36	g15192	accessory
ECA36	g15193	accessory
ECA36	g15194	accessory
ECA36	g15195	accessory
ECA36	g15196	accessory
ECA36	g15197	accessory
ECA36	g15198	accessory
ECA36	g15199	accessory
ECA36	g15200	accessory
ECA36	g15201	accessory
ECA36	g15202	accessory
ECA36	g15203	accessory
ECA36	g15204	accessory
ECA36	g15205	accessory
ECA36	g15206	accessory
ECA36	g15207	accessory
ECA36	g15208	accessory
ECA36	g15209	accessory
ECA36	g15210	accessory
ECA36	g15211	accessory
ECA36	g15212	accessory
ECA36	g15213	accessory
ECA36	g15214	accessory
ECA36	g15215	accessory
ECA36	g15216	accessory
ECA36	g15217	accessory
ECA36	g15218	accessory
ECA36	g15219	accessory
ECA36	g15220	accessory
ECA36	g15221	accessory
ECA36	g15222	accessory
ECA36	g15223	accessory
ECA36	g15224	core
ECA36	g15225	accessory
ECA36	g15226	accessory
ECA36	g15227	accessory
ECA36	g15228	accessory
ECA36	g15229	accessory
ECA36	g15230	accessory
ECA36	g15231	accessory
ECA36	g15232	accessory
ECA36	g15233	accessory
ECA36	g15234	accessory
ECA36	g15235	accessory
ECA36	g15236	accessory
ECA36	g15237	accessory
ECA36	g15238	accessory
ECA36	g15239	accessory
ECA36	g15240	accessory
ECA36	g15241	accessory
ECA36	g15242	accessory
ECA36	g15243	accessory
ECA36	g15244	accessory
ECA36	g15245	accessory
ECA36	g15246	accessory
ECA36	g15374	core
ECA36	g15375	core
ECA36	g15376	core
ECA36	g15377	core
ECA36	g15397	accessory
ECA36	g15398	accessory
ECA36	g15399	core
ECA36	g15400	accessory
ECA36	g15405	core
ECA36	g15406	core
ECA36	g15409	core
ECA36	g15446	core
ECA36	g15447	core
ECA36	g15448	core
ECA36	g15449	core
ECA36	g15450	core
ECA36	g15531	accessory
ECA36	g15532	core
ECA36	g15533	core
ECA36	g15549	accessory
ECA36	g15550	accessory
ECA36	g15565	accessory
ECA36	g15566	accessory
ECA36	g15567	accessory
ECA36	g15568	accessory
ECA36	g15569	core
ECA36	g15570	core
ECA36	g15571	core
ECA36	g15572	accessory
ECA36	g15573	accessory
ECA36	g15574	accessory
ECA36	g15575	accessory
ECA36	g15576	accessory
ECA36	g15577	accessory
ECA36	g15578	accessory
ECA36	g15579	accessory
ECA36	g15580	core
ECA36	g15581	core
ECA36	g15582	accessory
ECA36	g15583	accessory
ECA36	g15717	core
ECA36	g15718	accessory
ECA36	g15719	accessory
ECA36	g15720	accessory
ECA36	g15721	core
ECA36	g15722	accessory
ECA36	g15723	accessory
ECA36	g15755	accessory
ECA36	g15756	accessory
ECA36	g15757	accessory
ECA36	g15758	accessory
ECA36	g15759	accessory
ECA36	g15760	accessory
ECA36	g15829	core
ECA36	g15830	core
ECA36	g15831	accessory
ECA36	g15832	private
ECA36	g15833	core
ECA36	g15834	accessory
ECA36	g15835	accessory
ECA36	g15836	accessory
ECA36	g15837	accessory
ECA36	g16017	core
ECA36	g16018	core
ECA36	g16019	core
ECA36	g16020	core
ECA36	g16148	core
ECA36	g16149	core
ECA36	g16150	accessory
ECA36	g16151	core
ECA36	g16152	core
ECA36	g16153	core
ECA36	g16154	accessory
ECA36	g16155	core
ECA36	g16156	core
ECA36	g16157	core
ECA36	g16161	core
ECA36	g16162	accessory
ECA36	g16163	accessory
ECA36	g16164	accessory
ECA36	g16165	accessory
ECA36	g16194	accessory
ECA36	g16195	accessory
ECA36	g16196	accessory
ECA36	g16213	core
ECA36	g16214	core
ECA36	g16215	core
ECA36	g16216	core
ECA36	g16217	accessory
ECA36	g16218	accessory
ECA36	g16219	accessory
ECA36	g16220	private
ECA36	g16638	core
ECA36	g16685	core
ECA36	g16777	core
ECA36	g16778	core
ECA36	g16784	core
ECA36	g16785	core
ECA36	g16948	core
ECA36	g16949	core
ECA36	g16950	core
ECA36	g16951	core
ECA36	g16952	core
ECA36	g16953	core
ECA36	g17125	accessory
ECA36	g17126	core
ECA36	g17127	core
ECA36	g17128	core
ECA36	g17129	core
ECA36	g17156	core
ECA36	g17157	accessory
ECA36	g17158	core
ECA36	g17159	core
ECA36	g17160	core
ECA36	g17161	core
ECA36	g17162	core
ECA36	g17165	core
ECA36	g17166	accessory
ECA36	g17167	accessory
ECA36	g17168	accessory
ECA36	g17169	accessory
ECA36	g17170	accessory
ECA36	g17171	core
ECA36	g17359	core
ECA36	g17360	core
ECA36	g17361	core
ECA36	g17408	accessory
ECA36	g17409	accessory
ECA36	g17410	accessory
ECA36	g17411	accessory
ECA36	g17412	accessory
ECA36	g17413	accessory
ECA36	g17414	core
ECA36	g17449	accessory
ECA36	g17450	accessory
ECA36	g17451	accessory
ECA36	g17452	accessory
ECA36	g17453	accessory
ECA36	g17454	core
ECA36	g17455	core
ECA36	g17456	core
ECA36	g17457	accessory
ECA36	g17458	accessory
ECA36	g17459	core
ECA36	g17461	core
ECA36	g17462	core
ECA36	g17463	core
ECA36	g17464	accessory
ECA36	g17465	core
ECA36	g17466	core
ECA36	g17467	core
ECA36	g17468	core
ECA36	g17469	core
ECA36	g17470	accessory
ECA36	g17471	core
ECA36	g17489	core
ECA36	g17490	core
ECA36	g17491	core
ECA36	g17492	core
ECA36	g17493	accessory
ECA36	g17494	accessory
ECA36	g17495	core
ECA36	g17531	accessory
ECA36	g17532	accessory
ECA36	g17543	core
ECA36	g17544	core
ECA36	g17545	core
ECA36	g17546	accessory
ECA36	g17666	core
ECA36	g17667	core
ECA36	g17668	core
ECA36	g17669	accessory
ECA36	g17670	core
ECA36	g17671	core
ECA36	g17672	accessory
ECA36	g17673	accessory
ECA36	g17674	accessory
ECA36	g17675	accessory
ECA36	g17676	accessory
ECA36	g17677	accessory
ECA36	g17678	accessory
ECA36	g17773	core
ECA36	g17774	accessory
ECA36	g17775	core
ECA36	g17776	core
ECA36	g17777	core
ECA36	g17804	core
ECA36	g17805	core
ECA36	g17806	accessory
ECA36	g17807	core
ECA36	g17808	accessory
ECA36	g17809	accessory
ECA36	g17810	accessory
ECA36	g17811	core
ECA36	g17812	accessory
ECA36	g17813	accessory
ECA36	g17814	core
ECA36	g18383	core
ECA36	g18386	core
ECA36	g18387	core
ECA36	g18388	core
ECA36	g18389	core
ECA36	g18514	core
ECA36	g18515	core
ECA36	g18516	accessory
ECA36	g18517	accessory
ECA36	g18518	core
ECA36	g18537	core
ECA36	g18538	core
ECA36	g18539	core
ECA36	g18580	accessory
ECA36	g18581	core
ECA36	g18582	core
ECA36	g18586	accessory
ECA36	g18587	accessory
ECA36	g18588	accessory
ECA36	g18620	core
ECA36	g18621	core
ECA36	g18633	core
ECA36	g18634	core
ECA36	g18635	core
ECA36	g18663	accessory
ECA36	g18664	core
ECA36	g18665	core
ECA36	g18666	core
ECA36	g18721	accessory
ECA36	g18722	core
ECA36	g18723	core
ECA36	g18724	core
ECA36	g18725	core
ECA36	g18726	core
ECA36	g18844	core
ECA36	g18845	core
ECA36	g18878	core
ECA36	g18879	core
ECA36	g19154	core
ECA36	g19155	core
ECA36	g19156	core
ECA36	g19157	core
ECA36	g19158	accessory
ECA36	g19159	accessory
ECA36	g19160	accessory
ECA36	g19161	accessory
ECA36	g19162	accessory
ECA36	g19163	accessory
ECA36	g19172	core
ECA36	g19173	accessory
ECA36	g19174	accessory
ECA36	g19175	accessory
ECA36	g19176	core
ECA36	g19177	accessory
ECA36	g19178	accessory
ECA36	g19179	accessory
ECA36	g19180	accessory
ECA36	g19181	core
ECA36	g19182	accessory
ECA36	g19183	core
ECA36	g19184	accessory
ECA36	g19185	accessory
ECA36	g19186	core
ECA36	g19205	accessory
ECA36	g19206	accessory
ECA36	g19207	accessory
ECA36	g19208	accessory
ECA36	g19209	accessory
ECA36	g19212	core
ECA36	g19213	private
ECA36	g19214	accessory
ECA36	g19215	accessory
ECA36	g19216	accessory
ECA36	g19217	accessory
ECA36	g19218	accessory
ECA36	g19219	accessory
ECA36	g19220	accessory
ECA36	g19221	accessory
ECA36	g19222	accessory
ECA36	g19223	accessory
ECA36	g19233	core
ECA36	g19234	accessory
ECA36	g19245	accessory
ECA36	g19246	accessory
ECA36	g19247	accessory
ECA36	g19248	accessory
ECA36	g19249	accessory
ECA36	g19250	core
ECA36	g19251	core
ECA36	g19252	accessory
ECA36	g19253	accessory
ECA36	g19254	core
ECA36	g19343	accessory
ECA36	g19344	core
ECA36	g19345	accessory
ECA36	g19346	accessory
ECA36	g19347	accessory
ECA36	g19348	accessory
ECA36	g19349	accessory
ECA36	g19350	accessory
ECA36	g19351	accessory
ECA36	g19352	accessory
ECA36	g19353	accessory
ECA36	g19354	accessory
ECA36	g19355	accessory
ECA36	g19356	accessory
ECA36	g19357	accessory
ECA36	g19358	accessory
ECA36	g19359	accessory
ECA36	g19360	accessory
ECA36	g19361	core
ECA36	g19362	accessory
ECA36	g19363	accessory
ECA36	g19364	accessory
ECA36	g19365	accessory
ECA36	g19366	accessory
ECA36	g19367	accessory
ECA36	g19368	accessory
ECA36	g19369	accessory
ECA36	g19370	accessory
ECA36	g19371	accessory
ECA36	g19372	accessory
ECA36	g19373	accessory
ECA36	g19374	accessory
ECA36	g19375	accessory
ECA36	g19376	accessory
ECA36	g19377	accessory
ECA36	g19378	accessory
ECA36	g19379	accessory
ECA36	g19380	accessory
ECA36	g19381	accessory
ECA36	g19382	accessory
ECA36	g19448	private
ECA36	g19461	private
ECA36	g19462	private
ECA36	g19463	accessory
ECA36	g19464	accessory
ECA36	g19465	accessory
ECA36	g19466	accessory
ECA36	g19467	accessory
ECA36	g19468	accessory
ECA36	g19469	private
ECA36	g19470	accessory
ECA36	g19471	accessory
ECA36	g19472	accessory
ECA36	g19473	accessory
ECA36	g19474	accessory
ECA36	g19475	accessory
ECA36	g19476	accessory
ECA36	g19480	accessory
ECA36	g19481	accessory
ECA36	g19482	accessory
ECA36	g19483	accessory
ECA36	g19548	accessory
ECA36	g19549	accessory
ECA36	g19550	core
ECA36	g19551	core
ECA36	g19815	accessory
ECA36	g19816	core
ECA36	g19817	accessory
ECA36	g19818	accessory
ECA36	g19819	accessory
ECA36	g19827	core
ECA36	g19861	accessory
ECA36	g19862	core
ECA36	g19863	core
ECA36	g19864	core
ECA36	g19865	accessory
ECA36	g19892	core
ECA36	g19893	core
ECA36	g19894	core
ECA36	g19895	core
ECA36	g19939	core
ECA36	g19940	accessory
ECA36	g19941	core
ECA36	g20002	accessory
ECA36	g20003	accessory
ECA36	g20004	core
ECA36	g20018	core
ECA36	g20019	core
ECA36	g20020	core
ECA36	g20021	core
ECA36	g20022	core
ECA36	g20023	accessory
ECA36	g20024	core
ECA36	g20029	core
ECA36	g20030	core
ECA36	g20031	core
ECA36	g20153	core
ECA36	g20155	core
ECA36	g20156	core
ECA36	g20297	core
ECA36	g20298	core
ECA36	g20301	core
ECA36	g20302	accessory
ECA36	g20303	core
ECA36	g20304	core
ECA36	g20305	core
ECA36	g20306	core
ECA36	g20340	core
ECA36	g20341	core
ECA36	g20342	accessory
ECA36	g20343	core
ECA36	g20344	core
ECA36	g20366	accessory
ECA36	g20367	core
ECA36	g20368	core
ECA36	g20369	core
ECA36	g20370	core
ECA36	g20371	core
ECA36	g20372	core
ECA36	g20380	accessory
ECA36	g20381	accessory
ECA36	g20382	accessory
ECA36	g20383	accessory
ECA36	g20384	accessory
ECA36	g20385	accessory
ECA36	g20386	core
ECA36	g20387	core
ECA36	g20388	core
ECA36	g20389	core
ECA36	g20390	accessory
ECA36	g20420	accessory
ECA36	g20421	accessory
ECA36	g20422	accessory
ECA36	g20423	accessory
ECA36	g20424	accessory
ECA36	g20425	accessory
ECA36	g20426	accessory
ECA36	g20427	accessory
ECA36	g20428	accessory
ECA36	g20429	accessory
ECA36	g20430	accessory
ECA36	g20431	core
ECA36	g20432	core
ECA36	g20433	accessory
ECA36	g20434	accessory
ECA36	g20435	accessory
ECA36	g20436	accessory
ECA36	g20437	accessory
ECA36	g20438	accessory
ECA36	g20439	accessory
ECA36	g20440	accessory
ECA36	g20441	accessory
ECA36	g20442	accessory
ECA36	g20455	core
ECA36	g20468	core
ECA36	g20469	core
ECA36	g20470	core
ECA36	g20471	core
ECA36	g20472	accessory
ECA36	g20473	accessory
ECA36	g20474	core
ECA36	g20484	core
ECA36	g20590	core
ECA36	g20591	core
ECA36	g20592	accessory
ECA36	g20628	core
ECA36	g20660	accessory
ECA36	g20661	accessory
ECA36	g20662	accessory
ECA36	g20663	accessory
ECA36	g20664	accessory
ECA36	g20665	accessory
ECA36	g20666	accessory
ECA36	g20667	accessory
ECA36	g20668	accessory
ECA36	g20669	accessory
ECA36	g20670	accessory
ECA36	g20671	accessory
ECA36	g20672	private
ECA36	g20673	accessory
ECA36	g20674	accessory
ECA36	g20675	accessory
ECA36	g20676	accessory
ECA36	g20677	accessory
ECA36	g20678	accessory
ECA36	g20679	accessory
ECA36	g20680	accessory
ECA36	g20681	accessory
ECA36	g20682	accessory
ECA36	g20683	accessory
ECA36	g20684	accessory
ECA36	g20685	accessory
ECA36	g20686	accessory
ECA36	g20687	accessory
ECA36	g20688	accessory
ECA36	g20689	accessory
ECA36	g20690	accessory
ECA36	g20691	accessory
ECA36	g20692	accessory
ECA36	g20693	accessory
ECA36	g20694	accessory
ECA36	g20695	accessory
ECA36	g20696	accessory
ECA36	g20697	accessory
ECA36	g20698	accessory
ECA36	g20699	accessory
ECA36	g20740	accessory
ECA36	g20741	accessory
ECA36	g20742	private
ECA36	g20743	accessory
ECA36	g20748	accessory
ECA36	g20749	accessory
ECA36	g20750	accessory
ECA36	g20791	accessory
ECA36	g20792	core
ECA36	g20793	private
ECA36	g20794	accessory
ECA36	g20795	accessory
ECA36	g20796	accessory
ECA36	g20797	core
ECA36	g20798	core
ECA36	g20799	core
ECA36	g20800	accessory
ECA36	g20801	core
ECA36	g20802	accessory
ECA36	g20803	accessory
ECA36	g20804	accessory
ECA36	g20805	accessory
ECA36	g20806	accessory
ECA36	g20807	accessory
ECA36	g20808	accessory
ECA36	g20809	accessory
ECA36	g20810	accessory
ECA36	g20811	accessory
ECA36	g20812	accessory
ECA36	g20813	core
ECA36	g20818	accessory
ECA36	g20819	accessory
ECA36	g20820	accessory
ECA36	g20821	accessory
ECA36	g20822	accessory
ECA36	g20823	accessory
ECA36	g20824	accessory
ECA36	g20834	accessory
ECA36	g20835	accessory
ECA36	g20836	accessory
ECA36	g20837	accessory
ECA36	g20838	accessory
ECA36	g20839	accessory
ECA36	g20840	accessory
ECA36	g20841	accessory
ECA36	g20842	accessory
ECA36	g20843	accessory
ECA36	g20844	accessory
ECA36	g20845	accessory
ECA36	g20846	accessory
ECA36	g21268	core
ECA36	g21269	core
ECA36	g21270	core
ECA36	g21271	core
ECA36	g21272	core
ECA36	g21287	core
ECA36	g21288	core
ECA36	g21289	core
ECA36	g21290	core
ECA36	g21291	core
ECA36	g21411	core
ECA36	g21412	core
ECA36	g21448	core
ECA36	g21454	core
ECA36	g21455	core
ECA36	g21456	accessory
ECA36	g21457	core
ECA36	g21458	accessory
ECA36	g21459	core
ECA36	g21732	core
ECA36	g21733	core
ECA36	g21734	accessory
ECA36	g21735	core
ECA36	g21777	core
ECA36	g21778	core
ECA36	g21817	core
ECA36	g21818	core
ECA36	g21829	core
ECA36	g21830	core
ECA36	g21831	core
ECA36	g21832	core
ECA36	g21833	core
ECA36	g21834	core
ECA36	g21837	accessory
ECA36	g21857	core
ECA36	g21858	core
ECA36	g22095	core
ECA36	g22258	core
ECA36	g22259	core
ECA36	g22260	core
ECA36	g22261	core
ECA36	g22263	core
ECA36	g22264	core
ECA36	g22265	accessory
ECA36	g22266	core
ECA36	g22283	core
ECA36	g22284	core
ECA36	g22285	core
ECA36	g22286	core
ECA36	g22287	core
ECA36	g22288	accessory
ECA36	g22289	core
ECA36	g22290	core
ECA36	g22291	accessory
ECA36	g22292	core
ECA36	g22293	core
ECA36	g22294	core
ECA36	g22295	accessory
ECA36	g22312	core
ECA36	g22313	core
ECA36	g22314	core
ECA36	g22315	core
ECA36	g22316	core
ECA36	g22317	core
ECA36	g22373	core
ECA36	g22374	core
ECA36	g22436	accessory
ECA36	g22437	private
ECA36	g22438	accessory
ECA36	g22439	accessory
ECA36	g22440	accessory
ECA36	g22441	accessory
ECA36	g22442	core
ECA36	g22443	private
ECA36	g22444	accessory
ECA36	g22445	accessory
ECA36	g22446	core
ECA36	g22447	core
ECA36	g22752	accessory
ECA369	g233	core
ECA369	g234	core
